id,pubdate,byline,gender_by_pronoun,gender_by_byline,wc,pc
35826,Tue, 11 Dec 2007 22:37:25 +0000,Veronica Khokhlova,Male,Female,86,1
35828,Tue, 11 Dec 2007 22:55:38 +0000,Veronica Khokhlova,Female,Female,38,1
35829,Tue, 11 Dec 2007 22:59:37 +0000,Veronica Khokhlova,Unknown,Female,18,1
35830,Tue, 11 Dec 2007 23:08:14 +0000,Veronica Khokhlova,Unknown,Female,19,1
35831,Tue, 11 Dec 2007 23:19:37 +0000,Veronica Khokhlova,Unknown,Female,81,1
35832,Tue, 11 Dec 2007 23:21:44 +0000,Veronica Khokhlova,Unknown,Female,8,1
35833,Tue, 11 Dec 2007 23:28:46 +0000,Veronica Khokhlova,Unknown,Female,100,1
35835,Tue, 11 Dec 2007 23:32:55 +0000,Veronica Khokhlova,Unknown,Female,16,1
35886,Wed, 12 Dec 2007 22:25:20 +0000,Veronica Khokhlova,Unknown,Female,14,1
35887,Wed, 12 Dec 2007 22:29:21 +0000,Veronica Khokhlova,Female,Female,11,1
35888,Wed, 12 Dec 2007 22:34:28 +0000,Veronica Khokhlova,Unknown,Female,15,1
35889,Wed, 12 Dec 2007 22:39:34 +0000,Veronica Khokhlova,Unknown,Female,18,1
35890,Wed, 12 Dec 2007 22:51:19 +0000,Veronica Khokhlova,Unknown,Female,58,1
35892,Wed, 12 Dec 2007 22:54:45 +0000,Veronica Khokhlova,Unknown,Female,24,1
35893,Wed, 12 Dec 2007 23:07:54 +0000,Veronica Khokhlova,Male,Female,32,1
35895,Wed, 12 Dec 2007 23:14:43 +0000,Veronica Khokhlova,Unknown,Female,19,1
3593,Tue, 08 Nov 2005 04:18:22 +0000,Nathan Hamm,Unknown,Male,17,1
3594,Tue, 08 Nov 2005 04:22:34 +0000,Nathan Hamm,Unknown,Male,14,1
3595,Tue, 08 Nov 2005 04:28:50 +0000,Nathan Hamm,Unknown,Male,12,1
3596,Tue, 08 Nov 2005 04:32:14 +0000,Nathan Hamm,Unknown,Male,20,1
35967,Thu, 13 Dec 2007 21:01:40 +0000,Veronica Khokhlova,Unknown,Female,49,1
35968,Thu, 13 Dec 2007 21:07:03 +0000,Veronica Khokhlova,Unknown,Female,12,1
35969,Thu, 13 Dec 2007 21:12:35 +0000,Veronica Khokhlova,Male,Female,84,1
3597,Tue, 08 Nov 2005 04:38:56 +0000,Nathan Hamm,Unknown,Male,23,1
35970,Thu, 13 Dec 2007 21:21:59 +0000,Veronica Khokhlova,Unknown,Female,22,1
35972,Thu, 13 Dec 2007 21:39:40 +0000,Veronica Khokhlova,Unknown,Female,31,1
35974,Thu, 13 Dec 2007 21:46:52 +0000,Veronica Khokhlova,Unknown,Female,12,1
35976,Thu, 13 Dec 2007 21:54:30 +0000,Veronica Khokhlova,Unknown,Female,30,3
35980,Thu, 13 Dec 2007 22:24:38 +0000,Veronica Khokhlova,Unknown,Female,12,1
35983,Thu, 13 Dec 2007 22:37:40 +0000,Veronica Khokhlova,Unknown,Female,42,1
35984,Thu, 13 Dec 2007 22:40:39 +0000,Veronica Khokhlova,Unknown,Female,24,1
35985,Thu, 13 Dec 2007 22:44:05 +0000,Veronica Khokhlova,Unknown,Female,18,1
35986,Thu, 13 Dec 2007 23:14:14 +0000,Veronica Khokhlova,Unknown,Female,25,1
35987,Thu, 13 Dec 2007 23:19:35 +0000,Veronica Khokhlova,Unknown,Female,69,1
36073,Sun, 16 Dec 2007 11:56:44 +0000,Onnik Krikorian,Unknown,Male,35,1
36105,Mon, 17 Dec 2007 15:04:57 +0000,Veronica Khokhlova,Unknown,Female,34,2
36106,Mon, 17 Dec 2007 15:11:23 +0000,Veronica Khokhlova,Unknown,Female,45,1
36107,Mon, 17 Dec 2007 15:17:13 +0000,Veronica Khokhlova,Unknown,Female,30,1
36109,Mon, 17 Dec 2007 15:23:51 +0000,Veronica Khokhlova,Female,Female,29,1
36110,Mon, 17 Dec 2007 15:27:03 +0000,Veronica Khokhlova,Unknown,Female,15,1
36131,Mon, 17 Dec 2007 19:46:35 +0000,Veronica Khokhlova,Unknown,Female,17,1
36132,Mon, 17 Dec 2007 20:07:11 +0000,Veronica Khokhlova,Unknown,Female,25,1
36140,Mon, 17 Dec 2007 23:24:30 +0000,Veronica Khokhlova,Unknown,Female,35,1
36143,Tue, 18 Dec 2007 00:56:48 +0000,Onnik Krikorian,Unknown,Male,40,1
36144,Tue, 18 Dec 2007 01:00:37 +0000,Onnik Krikorian,Male,Male,47,1
36217,Tue, 18 Dec 2007 22:44:46 +0000,Veronica Khokhlova,Female,Female,9,1
36218,Tue, 18 Dec 2007 23:31:48 +0000,Veronica Khokhlova,Female,Female,117,1
36219,Tue, 18 Dec 2007 23:46:16 +0000,Veronica Khokhlova,Unknown,Female,34,1
36220,Tue, 18 Dec 2007 23:50:22 +0000,Veronica Khokhlova,Unknown,Female,21,1
36221,Wed, 19 Dec 2007 00:09:41 +0000,Veronica Khokhlova,Unknown,Female,20,1
36222,Wed, 19 Dec 2007 00:30:18 +0000,Veronica Khokhlova,Female,Female,24,1
36223,Wed, 19 Dec 2007 00:57:10 +0000,Veronica Khokhlova,Unknown,Female,18,1
36224,Wed, 19 Dec 2007 01:02:40 +0000,Veronica Khokhlova,Unknown,Female,20,1
36225,Wed, 19 Dec 2007 01:04:44 +0000,Veronica Khokhlova,Unknown,Female,22,1
36226,Wed, 19 Dec 2007 01:12:43 +0000,Veronica Khokhlova,Unknown,Female,32,1
36227,Wed, 19 Dec 2007 01:15:25 +0000,Veronica Khokhlova,Male,Female,29,1
36228,Wed, 19 Dec 2007 01:20:05 +0000,Veronica Khokhlova,Unknown,Female,30,1
3627,Tue, 08 Nov 2005 20:18:10 +0000,Nathan Hamm,Unknown,Male,9,1
3628,Tue, 08 Nov 2005 20:23:03 +0000,Nathan Hamm,Unknown,Male,25,1
3629,Tue, 08 Nov 2005 20:25:13 +0000,Nathan Hamm,Female,Male,21,1
36299,Wed, 19 Dec 2007 22:33:20 +0000,Veronica Khokhlova,Neutral,Female,74,1
36300,Wed, 19 Dec 2007 22:36:51 +0000,Veronica Khokhlova,Unknown,Female,52,1
36301,Wed, 19 Dec 2007 22:44:40 +0000,Veronica Khokhlova,Unknown,Female,15,1
36302,Wed, 19 Dec 2007 22:49:58 +0000,Veronica Khokhlova,Male,Female,80,1
36303,Wed, 19 Dec 2007 22:53:17 +0000,Veronica Khokhlova,Unknown,Female,45,3
36304,Wed, 19 Dec 2007 22:54:48 +0000,Veronica Khokhlova,Unknown,Female,11,1
36305,Wed, 19 Dec 2007 23:43:42 +0000,Veronica Khokhlova,Neutral,Female,778,51
36309,Thu, 20 Dec 2007 00:12:19 +0000,Veronica Khokhlova,Female,Female,104,1
36310,Thu, 20 Dec 2007 00:16:19 +0000,Veronica Khokhlova,Unknown,Female,15,1
3636,Wed, 09 Nov 2005 04:40:46 +0000,Nathan Hamm,Unknown,Male,16,1
36361,Thu, 20 Dec 2007 20:57:56 +0000,Veronica Khokhlova,Unknown,Female,12,1
36362,Thu, 20 Dec 2007 21:07:31 +0000,Veronica Khokhlova,Unknown,Female,30,1
36363,Thu, 20 Dec 2007 21:26:21 +0000,Veronica Khokhlova,Male,Female,50,1
36364,Thu, 20 Dec 2007 21:36:07 +0000,Veronica Khokhlova,Unknown,Female,119,1
36365,Thu, 20 Dec 2007 21:55:59 +0000,Veronica Khokhlova,Unknown,Female,16,1
36366,Thu, 20 Dec 2007 22:00:11 +0000,Veronica Khokhlova,Unknown,Female,15,1
3637,Wed, 09 Nov 2005 04:50:28 +0000,Nathan Hamm,Unknown,Male,19,1
36401,Fri, 21 Dec 2007 22:52:40 +0000,Veronica Khokhlova,Unknown,Female,17,1
36403,Fri, 21 Dec 2007 23:02:45 +0000,Veronica Khokhlova,Unknown,Female,85,1
36405,Fri, 21 Dec 2007 23:16:04 +0000,Veronica Khokhlova,Unknown,Female,23,1
36406,Fri, 21 Dec 2007 23:21:35 +0000,Veronica Khokhlova,Unknown,Female,30,1
36407,Fri, 21 Dec 2007 23:27:14 +0000,Veronica Khokhlova,Unknown,Female,73,1
36408,Fri, 21 Dec 2007 23:35:27 +0000,Veronica Khokhlova,Male,Female,86,1
36409,Fri, 21 Dec 2007 23:41:11 +0000,Veronica Khokhlova,Unknown,Female,65,1
36410,Fri, 21 Dec 2007 23:46:58 +0000,Veronica Khokhlova,Male,Female,58,1
36411,Fri, 21 Dec 2007 23:51:04 +0000,Veronica Khokhlova,Unknown,Female,29,1
36412,Fri, 21 Dec 2007 23:55:02 +0000,Veronica Khokhlova,Unknown,Female,63,3
36413,Fri, 21 Dec 2007 23:58:22 +0000,Veronica Khokhlova,Unknown,Female,24,1
36416,Sun, 23 Dec 2007 01:12:04 +0000,Veronica Khokhlova,Neutral,Female,1476,149
36427,Sun, 23 Dec 2007 01:19:27 +0000,Veronica Khokhlova,Unknown,Female,11,1
36497,Mon, 24 Dec 2007 22:50:08 +0000,Veronica Khokhlova,Unknown,Female,15,1
36498,Mon, 24 Dec 2007 23:13:25 +0000,Veronica Khokhlova,Unknown,Female,30,1
36499,Mon, 24 Dec 2007 23:20:08 +0000,Veronica Khokhlova,Male,Female,29,1
36500,Mon, 24 Dec 2007 23:24:31 +0000,Veronica Khokhlova,Unknown,Female,19,1
36501,Mon, 24 Dec 2007 23:34:44 +0000,Veronica Khokhlova,Unknown,Female,13,1
36502,Mon, 24 Dec 2007 23:37:59 +0000,Veronica Khokhlova,Unknown,Female,13,1
36503,Mon, 24 Dec 2007 23:41:03 +0000,Veronica Khokhlova,Unknown,Female,10,1
36504,Mon, 24 Dec 2007 23:45:27 +0000,Veronica Khokhlova,Unknown,Female,13,1
36505,Tue, 25 Dec 2007 01:16:24 +0000,Veronica Khokhlova,Neutral,Female,960,81
36527,Tue, 25 Dec 2007 23:01:44 +0000,Veronica Khokhlova,Unknown,Female,25,1
36530,Tue, 25 Dec 2007 23:08:17 +0000,Veronica Khokhlova,Unknown,Female,20,1
36531,Tue, 25 Dec 2007 23:13:32 +0000,Veronica Khokhlova,Unknown,Female,42,1
36532,Tue, 25 Dec 2007 23:17:18 +0000,Veronica Khokhlova,Unknown,Female,37,1
36534,Tue, 25 Dec 2007 23:25:03 +0000,Veronica Khokhlova,Unknown,Female,16,1
36535,Tue, 25 Dec 2007 23:31:22 +0000,Veronica Khokhlova,Unknown,Female,16,1
36536,Tue, 25 Dec 2007 23:40:01 +0000,Veronica Khokhlova,Unknown,Female,73,1
36537,Tue, 25 Dec 2007 23:46:36 +0000,Veronica Khokhlova,Unknown,Female,19,1
36538,Tue, 25 Dec 2007 23:52:20 +0000,Veronica Khokhlova,Unknown,Female,13,1
36539,Wed, 26 Dec 2007 00:07:55 +0000,Veronica Khokhlova,Neutral,Female,58,1
36540,Wed, 26 Dec 2007 00:15:55 +0000,Veronica Khokhlova,Unknown,Female,48,1
36541,Wed, 26 Dec 2007 00:32:49 +0000,Veronica Khokhlova,Male,Female,92,1
36542,Wed, 26 Dec 2007 00:41:38 +0000,Veronica Khokhlova,Unknown,Female,19,1
36543,Wed, 26 Dec 2007 00:43:45 +0000,Veronica Khokhlova,Unknown,Female,18,1
36544,Wed, 26 Dec 2007 00:54:39 +0000,Veronica Khokhlova,Male,Female,23,1
36545,Wed, 26 Dec 2007 00:57:11 +0000,Veronica Khokhlova,Unknown,Female,14,1
36647,Thu, 27 Dec 2007 22:36:00 +0000,Veronica Khokhlova,Male,Female,62,1
36650,Thu, 27 Dec 2007 22:44:11 +0000,Veronica Khokhlova,Unknown,Female,21,1
36651,Thu, 27 Dec 2007 23:02:56 +0000,Veronica Khokhlova,Male,Female,30,1
36652,Thu, 27 Dec 2007 23:17:25 +0000,Veronica Khokhlova,Unknown,Female,13,1
36653,Thu, 27 Dec 2007 23:22:34 +0000,Veronica Khokhlova,Unknown,Female,26,1
36654,Thu, 27 Dec 2007 23:34:08 +0000,Veronica Khokhlova,Male,Female,46,1
36712,Sat, 29 Dec 2007 00:31:56 +0000,Veronica Khokhlova,Male,Female,22,1
36713,Sat, 29 Dec 2007 00:37:19 +0000,Veronica Khokhlova,Unknown,Female,23,1
36714,Sat, 29 Dec 2007 00:42:04 +0000,Veronica Khokhlova,Unknown,Female,10,1
36715,Sat, 29 Dec 2007 00:47:37 +0000,Veronica Khokhlova,Neutral,Female,51,1
36716,Sat, 29 Dec 2007 00:56:30 +0000,Veronica Khokhlova,Unknown,Female,72,1
36718,Sat, 29 Dec 2007 00:59:10 +0000,Veronica Khokhlova,Unknown,Female,21,1
36727,Sat, 29 Dec 2007 01:14:03 +0000,Veronica Khokhlova,Unknown,Female,29,1
36728,Sat, 29 Dec 2007 01:18:49 +0000,Veronica Khokhlova,Unknown,Female,16,1
36736,Sat, 29 Dec 2007 23:42:21 +0000,Veronica Khokhlova,Neutral,Female,898,21
3677,Thu, 10 Nov 2005 04:10:46 +0000,Nathan Hamm,Unknown,Male,16,1
3678,Thu, 10 Nov 2005 04:17:34 +0000,Nathan Hamm,Male,Male,15,1
3679,Thu, 10 Nov 2005 04:19:27 +0000,Nathan Hamm,Unknown,Male,17,1
3680,Thu, 10 Nov 2005 04:53:25 +0000,Nathan Hamm,Unknown,Male,24,1
3681,Thu, 10 Nov 2005 04:56:24 +0000,Nathan Hamm,Unknown,Male,21,1
3682,Thu, 10 Nov 2005 04:58:43 +0000,Nathan Hamm,Unknown,Male,25,1
36913,Fri, 04 Jan 2008 10:00:50 +0000,Veronica Khokhlova,Unknown,Female,36,1
36929,Fri, 04 Jan 2008 10:04:46 +0000,Veronica Khokhlova,Unknown,Female,21,1
36930,Fri, 04 Jan 2008 10:08:56 +0000,Veronica Khokhlova,Unknown,Female,7,1
36931,Fri, 04 Jan 2008 10:14:14 +0000,Veronica Khokhlova,Unknown,Female,76,1
36932,Fri, 04 Jan 2008 10:17:52 +0000,Veronica Khokhlova,Unknown,Female,12,1
36933,Fri, 04 Jan 2008 10:20:59 +0000,Veronica Khokhlova,Unknown,Female,14,1
36934,Fri, 04 Jan 2008 10:23:44 +0000,Veronica Khokhlova,Unknown,Female,17,1
36935,Fri, 04 Jan 2008 10:26:40 +0000,Veronica Khokhlova,Unknown,Female,10,1
36936,Fri, 04 Jan 2008 10:28:32 +0000,Veronica Khokhlova,Unknown,Female,12,1
36963,Fri, 04 Jan 2008 22:15:48 +0000,Solana Larsen,Unknown,Female,750,37
37048,Mon, 07 Jan 2008 06:29:18 +0000,Onnik Krikorian,Unknown,Male,40,1
37090,Mon, 07 Jan 2008 22:39:58 +0000,Veronica Khokhlova,Unknown,Female,15,1
37091,Mon, 07 Jan 2008 22:43:24 +0000,Veronica Khokhlova,Unknown,Female,21,1
37092,Mon, 07 Jan 2008 22:46:38 +0000,Veronica Khokhlova,Unknown,Female,14,1
37093,Mon, 07 Jan 2008 22:50:06 +0000,Veronica Khokhlova,Unknown,Female,7,1
37095,Mon, 07 Jan 2008 22:57:01 +0000,Veronica Khokhlova,Unknown,Female,58,1
37097,Mon, 07 Jan 2008 23:01:44 +0000,Veronica Khokhlova,Unknown,Female,8,1
37098,Mon, 07 Jan 2008 23:22:42 +0000,Veronica Khokhlova,Male,Female,79,1
37099,Mon, 07 Jan 2008 23:29:57 +0000,Veronica Khokhlova,Unknown,Female,15,1
37100,Mon, 07 Jan 2008 23:31:48 +0000,Veronica Khokhlova,Unknown,Female,12,1
37101,Mon, 07 Jan 2008 23:35:31 +0000,Veronica Khokhlova,Unknown,Female,7,1
37171,Tue, 08 Jan 2008 23:58:08 +0000,Veronica Khokhlova,Unknown,Female,13,1
37172,Tue, 08 Jan 2008 23:59:58 +0000,Veronica Khokhlova,Unknown,Female,8,1
37224,Sat, 12 Jan 2008 00:25:32 +0000,Sinisa Boljanovic,Neutral,Male,531,56
37225,Wed, 09 Jan 2008 22:39:51 +0000,Veronica Khokhlova,Unknown,Female,23,1
37226,Wed, 09 Jan 2008 22:43:37 +0000,Veronica Khokhlova,Unknown,Female,43,1
37228,Wed, 09 Jan 2008 22:52:31 +0000,Veronica Khokhlova,Female,Female,63,1
37276,Thu, 10 Jan 2008 22:08:48 +0000,Veronica Khokhlova,Unknown,Female,50,1
37279,Thu, 10 Jan 2008 22:11:30 +0000,Veronica Khokhlova,Unknown,Female,40,1
37280,Thu, 10 Jan 2008 22:14:23 +0000,Veronica Khokhlova,Unknown,Female,35,1
37281,Thu, 10 Jan 2008 22:28:15 +0000,Veronica Khokhlova,Unknown,Female,11,1
37283,Thu, 10 Jan 2008 22:32:58 +0000,Veronica Khokhlova,Unknown,Female,17,1
37286,Thu, 10 Jan 2008 22:48:11 +0000,Veronica Khokhlova,Unknown,Female,10,1
373,Tue, 12 Jul 2005 22:58:52 +0000,Paul Frankenstein,Unknown,Male,36,1
37346,Fri, 11 Jan 2008 22:57:27 +0000,Veronica Khokhlova,Unknown,Female,9,1
37347,Fri, 11 Jan 2008 23:02:13 +0000,Veronica Khokhlova,Unknown,Female,17,1
37348,Fri, 11 Jan 2008 23:08:42 +0000,Veronica Khokhlova,Male,Female,105,1
37349,Fri, 11 Jan 2008 23:10:44 +0000,Veronica Khokhlova,Unknown,Female,12,1
37350,Fri, 11 Jan 2008 23:13:28 +0000,Veronica Khokhlova,Unknown,Female,13,1
37351,Fri, 11 Jan 2008 23:23:00 +0000,Veronica Khokhlova,Unknown,Female,33,1
37352,Fri, 11 Jan 2008 23:26:49 +0000,Veronica Khokhlova,Unknown,Female,34,1
37380,Tue, 15 Jan 2008 00:58:42 +0000,Veronica Khokhlova,Neutral,Female,1023,92
37381,Tue, 15 Jan 2008 23:29:29 +0000,Veronica Khokhlova,Unknown,Female,303,38
37382,Wed, 16 Jan 2008 01:02:01 +0000,Veronica Khokhlova,Neutral,Female,389,31
37383,Tue, 22 Jan 2008 01:55:12 +0000,Veronica Khokhlova,Neutral,Female,580,51
3740,Sat, 12 Nov 2005 02:40:44 +0000,Nathan Hamm,Unknown,Male,102,4
3743,Sat, 12 Nov 2005 04:46:30 +0000,Nathan Hamm,Unknown,Male,26,1
37434,Mon, 14 Jan 2008 22:20:04 +0000,Amira Al Hussaini,Male,Female,1241,67
3744,Sat, 12 Nov 2005 05:03:11 +0000,Nathan Hamm,Unknown,Male,11,1
37440,Mon, 14 Jan 2008 21:26:53 +0000,Veronica Khokhlova,Unknown,Female,70,1
37443,Mon, 14 Jan 2008 21:32:43 +0000,Veronica Khokhlova,Unknown,Female,47,1
37444,Mon, 14 Jan 2008 21:50:09 +0000,Veronica Khokhlova,Unknown,Female,119,1
37445,Mon, 14 Jan 2008 21:57:41 +0000,Veronica Khokhlova,Unknown,Female,34,1
37446,Mon, 14 Jan 2008 22:07:59 +0000,Veronica Khokhlova,Male,Female,52,1
37448,Mon, 14 Jan 2008 22:16:47 +0000,Veronica Khokhlova,Neutral,Female,99,1
3745,Sat, 12 Nov 2005 05:07:40 +0000,Nathan Hamm,Male,Male,23,1
37450,Mon, 14 Jan 2008 22:19:02 +0000,Veronica Khokhlova,Unknown,Female,12,1
37451,Mon, 14 Jan 2008 22:22:53 +0000,Veronica Khokhlova,Unknown,Female,23,1
3746,Sat, 12 Nov 2005 05:11:05 +0000,Nathan Hamm,Unknown,Male,16,1
3747,Sat, 12 Nov 2005 05:12:57 +0000,Nathan Hamm,Unknown,Male,18,1
37505,Tue, 15 Jan 2008 21:45:12 +0000,Veronica Khokhlova,Unknown,Female,24,1
37506,Tue, 15 Jan 2008 21:50:23 +0000,Veronica Khokhlova,Unknown,Female,22,1
37507,Tue, 15 Jan 2008 21:54:46 +0000,Veronica Khokhlova,Unknown,Female,11,1
37509,Tue, 15 Jan 2008 21:57:01 +0000,Veronica Khokhlova,Unknown,Female,63,1
37510,Tue, 15 Jan 2008 22:01:06 +0000,Veronica Khokhlova,Unknown,Female,38,3
37511,Tue, 15 Jan 2008 22:03:08 +0000,Veronica Khokhlova,Unknown,Female,15,1
37549,Wed, 16 Jan 2008 16:17:53 +0000,Veronica Khokhlova,Unknown,Female,37,1
37550,Wed, 16 Jan 2008 16:55:26 +0000,Veronica Khokhlova,Unknown,Female,44,1
37551,Wed, 16 Jan 2008 16:56:58 +0000,Veronica Khokhlova,Unknown,Female,10,1
37571,Wed, 16 Jan 2008 23:16:25 +0000,Veronica Khokhlova,Unknown,Female,27,1
37572,Wed, 16 Jan 2008 23:23:58 +0000,Veronica Khokhlova,Unknown,Female,19,1
37573,Wed, 16 Jan 2008 23:33:49 +0000,Veronica Khokhlova,Unknown,Female,20,1
37574,Wed, 16 Jan 2008 23:40:15 +0000,Veronica Khokhlova,Unknown,Female,10,1
37575,Wed, 16 Jan 2008 23:47:41 +0000,Veronica Khokhlova,Unknown,Female,62,1
37635,Thu, 17 Jan 2008 22:56:06 +0000,Veronica Khokhlova,Female,Female,55,2
37636,Thu, 17 Jan 2008 23:15:04 +0000,Veronica Khokhlova,Unknown,Female,19,1
37637,Thu, 17 Jan 2008 23:21:37 +0000,Veronica Khokhlova,Unknown,Female,69,1
37638,Thu, 17 Jan 2008 23:27:35 +0000,Veronica Khokhlova,Unknown,Female,115,1
37639,Thu, 17 Jan 2008 23:31:18 +0000,Veronica Khokhlova,Unknown,Female,9,1
37640,Thu, 17 Jan 2008 23:33:39 +0000,Veronica Khokhlova,Unknown,Female,19,1
37641,Thu, 17 Jan 2008 23:37:59 +0000,Veronica Khokhlova,Unknown,Female,19,1
37642,Thu, 17 Jan 2008 23:42:52 +0000,Veronica Khokhlova,Unknown,Female,31,1
37707,Fri, 18 Jan 2008 22:41:13 +0000,Veronica Khokhlova,Male,Female,40,1
37708,Fri, 18 Jan 2008 22:45:52 +0000,Veronica Khokhlova,Unknown,Female,33,1
37709,Fri, 18 Jan 2008 22:49:40 +0000,Veronica Khokhlova,Unknown,Female,54,1
37710,Fri, 18 Jan 2008 23:00:42 +0000,Veronica Khokhlova,Female,Female,40,1
37711,Fri, 18 Jan 2008 23:03:14 +0000,Veronica Khokhlova,Unknown,Female,17,1
37712,Fri, 18 Jan 2008 23:05:42 +0000,Veronica Khokhlova,Unknown,Female,18,1
37713,Fri, 18 Jan 2008 23:11:40 +0000,Veronica Khokhlova,Unknown,Female,34,1
37714,Fri, 18 Jan 2008 23:17:06 +0000,Veronica Khokhlova,Unknown,Female,20,1
37715,Fri, 18 Jan 2008 23:21:22 +0000,Veronica Khokhlova,Unknown,Female,8,1
37756,Sun, 20 Jan 2008 09:50:13 +0000,Onnik Krikorian,Unknown,Male,42,1
37764,Sun, 20 Jan 2008 21:54:16 +0000,Onnik Krikorian,Unknown,Male,19,1
37840,Mon, 21 Jan 2008 22:21:48 +0000,Veronica Khokhlova,Unknown,Female,12,1
37841,Mon, 21 Jan 2008 22:30:33 +0000,Veronica Khokhlova,Unknown,Female,30,1
37842,Mon, 21 Jan 2008 22:32:33 +0000,Veronica Khokhlova,Unknown,Female,10,1
37844,Mon, 21 Jan 2008 22:41:50 +0000,Veronica Khokhlova,Male,Female,35,1
37845,Mon, 21 Jan 2008 22:55:04 +0000,Veronica Khokhlova,Male,Female,21,1
37846,Mon, 21 Jan 2008 22:58:37 +0000,Veronica Khokhlova,Unknown,Female,30,1
37847,Mon, 21 Jan 2008 23:12:32 +0000,Veronica Khokhlova,Unknown,Female,23,1
37848,Mon, 21 Jan 2008 23:15:22 +0000,Veronica Khokhlova,Unknown,Female,41,1
37892,Wed, 23 Jan 2008 00:29:11 +0000,Sinisa Boljanovic,Neutral,Male,508,37
37904,Tue, 22 Jan 2008 22:20:46 +0000,Veronica Khokhlova,Unknown,Female,27,1
37905,Tue, 22 Jan 2008 22:27:07 +0000,Veronica Khokhlova,Unknown,Female,17,1
37907,Tue, 22 Jan 2008 22:29:48 +0000,Veronica Khokhlova,Male,Female,10,1
37909,Tue, 22 Jan 2008 22:34:41 +0000,Veronica Khokhlova,Unknown,Female,18,1
37910,Tue, 22 Jan 2008 22:40:59 +0000,Veronica Khokhlova,Unknown,Female,34,1
37911,Tue, 22 Jan 2008 22:45:56 +0000,Veronica Khokhlova,Unknown,Female,35,1
37916,Tue, 22 Jan 2008 22:50:54 +0000,Veronica Khokhlova,Unknown,Female,134,1
37917,Tue, 22 Jan 2008 22:52:41 +0000,Veronica Khokhlova,Unknown,Female,9,1
37920,Thu, 24 Jan 2008 01:28:39 +0000,Veronica Khokhlova,Neutral,Female,1239,77
37959,Wed, 23 Jan 2008 15:11:03 +0000,Veronica Khokhlova,Unknown,Female,48,1
3796,Mon, 14 Nov 2005 21:50:50 +0000,Nathan Hamm,Unknown,Male,23,1
37960,Wed, 23 Jan 2008 15:15:01 +0000,Veronica Khokhlova,Unknown,Female,22,1
37961,Wed, 23 Jan 2008 15:21:04 +0000,Veronica Khokhlova,Unknown,Female,35,1
37962,Wed, 23 Jan 2008 15:23:27 +0000,Veronica Khokhlova,Unknown,Female,14,1
37963,Wed, 23 Jan 2008 15:36:06 +0000,Veronica Khokhlova,Unknown,Female,14,1
37964,Wed, 23 Jan 2008 15:48:53 +0000,Veronica Khokhlova,Unknown,Female,29,1
3797,Mon, 14 Nov 2005 21:54:15 +0000,Nathan Hamm,Male,Male,44,1
3798,Mon, 14 Nov 2005 21:55:59 +0000,Nathan Hamm,Unknown,Male,7,1
37982,Wed, 23 Jan 2008 19:43:38 +0000,Veronica Khokhlova,Unknown,Female,10,1
37983,Wed, 23 Jan 2008 19:48:05 +0000,Veronica Khokhlova,Unknown,Female,40,1
37984,Wed, 23 Jan 2008 19:56:52 +0000,Veronica Khokhlova,Unknown,Female,25,1
37986,Wed, 23 Jan 2008 20:01:02 +0000,Veronica Khokhlova,Unknown,Female,22,1
3799,Mon, 14 Nov 2005 21:57:04 +0000,Nathan Hamm,Unknown,Male,10,1
3800,Mon, 14 Nov 2005 21:58:21 +0000,Nathan Hamm,Unknown,Male,12,1
38032,Tue, 29 Jan 2008 00:36:34 +0000,Sinisa Boljanovic,Neutral,Male,258,21
38071,Thu, 24 Jan 2008 22:21:23 +0000,Veronica Khokhlova,Unknown,Female,43,1
38072,Thu, 24 Jan 2008 22:27:02 +0000,Veronica Khokhlova,Unknown,Female,60,1
38073,Thu, 24 Jan 2008 22:45:00 +0000,Veronica Khokhlova,Unknown,Female,37,1
38074,Thu, 24 Jan 2008 23:13:11 +0000,Veronica Khokhlova,Unknown,Female,15,1
38075,Thu, 24 Jan 2008 23:16:24 +0000,Veronica Khokhlova,Unknown,Female,46,1
38077,Thu, 24 Jan 2008 23:26:04 +0000,Veronica Khokhlova,Unknown,Female,14,1
38078,Thu, 24 Jan 2008 23:29:20 +0000,Veronica Khokhlova,Male,Female,31,1
38079,Thu, 24 Jan 2008 23:36:30 +0000,Veronica Khokhlova,Unknown,Female,13,1
38080,Thu, 24 Jan 2008 23:38:08 +0000,Veronica Khokhlova,Female,Female,18,1
38081,Thu, 24 Jan 2008 23:42:53 +0000,Veronica Khokhlova,Unknown,Female,48,1
38132,Fri, 25 Jan 2008 22:58:28 +0000,Veronica Khokhlova,Unknown,Female,24,1
38133,Fri, 25 Jan 2008 23:03:39 +0000,Veronica Khokhlova,Unknown,Female,17,1
38138,Fri, 25 Jan 2008 23:13:27 +0000,Veronica Khokhlova,Male,Female,29,1
38140,Fri, 25 Jan 2008 23:20:00 +0000,Veronica Khokhlova,Unknown,Female,24,1
38141,Fri, 25 Jan 2008 23:24:10 +0000,Veronica Khokhlova,Unknown,Female,25,1
38146,Sat, 26 Jan 2008 00:00:31 +0000,Veronica Khokhlova,Male,Female,78,2
38194,Sun, 27 Jan 2008 15:54:13 +0000,Onnik Krikorian,Unknown,Male,65,1
382,Wed, 13 Jul 2005 16:42:58 +0000,Paul Frankenstein,Unknown,Male,23,1
38288,Mon, 28 Jan 2008 22:28:49 +0000,Veronica Khokhlova,Unknown,Female,15,1
