id,pubdate,byline,gender_by_pronoun,gender_by_byline,wc,pc
32011,Thu, 27 Sep 2007 20:38:15 +0000,Amira Al Hussaini,Unknown,Female,54,1
32013,Sat, 29 Sep 2007 14:22:58 +0000,Fred Petrossian,Male,Male,807,39
320217,Fri, 11 May 2012 13:01:03 +0000,Bernardo Parrella,Neutral,Male,366,15
320244,Sat, 12 May 2012 15:25:57 +0000,Ahmed Medien,Neutral,Male,503,38
320311,Fri, 11 May 2012 22:02:46 +0000,Stratos Moraitis,Neutral,Male,1119,31
32037,Fri, 28 Sep 2007 04:06:31 +0000,Amira Al Hussaini,Unknown,Female,10,1
32038,Fri, 28 Sep 2007 04:10:03 +0000,Amira Al Hussaini,Unknown,Female,10,1
32041,Fri, 28 Sep 2007 04:13:17 +0000,Amira Al Hussaini,Unknown,Female,16,1
32042,Fri, 28 Sep 2007 04:15:07 +0000,Amira Al Hussaini,Unknown,Female,22,1
32043,Fri, 28 Sep 2007 04:17:58 +0000,Amira Al Hussaini,Unknown,Female,15,1
320437,Sat, 12 May 2012 05:38:14 +0000,Noon Arabia,Neutral,Female,1052,52
32044,Fri, 28 Sep 2007 04:19:49 +0000,Amira Al Hussaini,Male,Female,29,1
32045,Fri, 28 Sep 2007 04:22:32 +0000,Amira Al Hussaini,Unknown,Female,43,1
32047,Fri, 28 Sep 2007 04:25:28 +0000,Amira Al Hussaini,Unknown,Female,16,1
32048,Fri, 28 Sep 2007 04:27:42 +0000,Amira Al Hussaini,Unknown,Female,27,1
32050,Fri, 28 Sep 2007 04:29:55 +0000,Amira Al Hussaini,Unknown,Female,51,1
32051,Fri, 28 Sep 2007 04:32:35 +0000,Amira Al Hussaini,Unknown,Female,68,1
320568,Fri, 11 May 2012 22:38:30 +0000,Fred Petrossian,Unknown,Male,46,1
32071,Fri, 28 Sep 2007 12:52:20 +0000,Amira Al Hussaini,Unknown,Female,35,1
32076,Fri, 28 Sep 2007 20:28:14 +0000,D B Shobrawy,Neutral,Unknown,646,37
32077,Fri, 28 Sep 2007 17:59:05 +0000,Amira Al Hussaini,Unknown,Female,7,1
32079,Fri, 28 Sep 2007 18:02:12 +0000,Amira Al Hussaini,Female,Female,17,1
3208,Wed, 26 Oct 2005 20:15:19 +0000,Haitham Sabbah,Unknown,Male,28,1
32080,Fri, 28 Sep 2007 18:03:44 +0000,Amira Al Hussaini,Unknown,Female,11,1
32081,Fri, 28 Sep 2007 18:05:54 +0000,Amira Al Hussaini,Unknown,Female,53,1
32082,Fri, 28 Sep 2007 18:29:32 +0000,Amira Al Hussaini,Unknown,Female,16,1
32083,Fri, 28 Sep 2007 18:31:25 +0000,Amira Al Hussaini,Unknown,Female,25,1
32084,Fri, 28 Sep 2007 18:33:44 +0000,Amira Al Hussaini,Unknown,Female,21,1
320843,Mon, 14 May 2012 07:03:40 +0000,Tarek Amr,Neutral,Male,1290,45
32085,Fri, 28 Sep 2007 18:35:29 +0000,Amira Al Hussaini,Unknown,Female,10,1
32086,Fri, 28 Sep 2007 18:37:40 +0000,Amira Al Hussaini,Male,Female,22,1
320862,Sun, 13 May 2012 19:15:37 +0000,محمد عادل,Unknown,Male,52,1
320864,Mon, 14 May 2012 11:25:51 +0000,Ebtihal Mahadeen,Neutral,Female,891,32
32087,Fri, 28 Sep 2007 18:39:29 +0000,Amira Al Hussaini,Unknown,Female,24,1
3209,Wed, 26 Oct 2005 20:36:44 +0000,Haitham Sabbah,Unknown,Male,34,1
3210,Wed, 26 Oct 2005 21:23:37 +0000,Haitham Sabbah,Unknown,Male,33,1
321071,Mon, 14 May 2012 18:55:19 +0000,Noon Arabia,Neutral,Female,592,30
3211,Wed, 26 Oct 2005 21:23:39 +0000,Haitham Sabbah,Neutral,Male,57,1
32111,Sat, 29 Sep 2007 21:59:39 +0000,Ayesha Saldanha,Neutral,Female,1128,80
32114,Sat, 29 Sep 2007 21:58:33 +0000,Fred Petrossian,Unknown,Male,20,1
32115,Sat, 29 Sep 2007 22:10:26 +0000,Fred Petrossian,Unknown,Male,47,1
32116,Sun, 30 Sep 2007 03:47:10 +0000,Jillian C. York,Female,Female,857,39
3212,Wed, 26 Oct 2005 21:23:57 +0000,Haitham Sabbah,Unknown,Male,3,1
32120,Sun, 30 Sep 2007 11:57:11 +0000,Riyadh Al Balushi,Neutral,Unknown,785,34
3213,Wed, 26 Oct 2005 21:23:49 +0000,Haitham Sabbah,Neutral,Male,79,1
321355,Tue, 15 May 2012 08:03:20 +0000,Fred Petrossian,Male,Male,47,2
3214,Wed, 26 Oct 2005 21:24:01 +0000,Haitham Sabbah,Unknown,Male,76,1
3215,Wed, 26 Oct 2005 21:23:43 +0000,Haitham Sabbah,Unknown,Male,55,1
321563,Thu, 17 May 2012 06:48:53 +0000,Salah Almhamdi,Neutral,Male,575,38
3216,Wed, 26 Oct 2005 21:23:42 +0000,Haitham Sabbah,Male,Male,24,1
321634,Wed, 30 Nov -0001 00:00:00 +0000,Fred Petrossian,Neutral,Male,179,10
321659,Wed, 16 May 2012 03:43:07 +0000,محمد عادل,Male,Male,40,1
32168,Mon, 01 Oct 2007 21:06:03 +0000,Moussa Bashir,Neutral,Male,593,13
3217,Thu, 27 Oct 2005 12:44:05 +0000,Ahmed Al-Omran,Neutral,Male,410,11
32175,Mon, 01 Oct 2007 20:59:07 +0000,Moussa Bashir,Unknown,Male,28,1
32176,Mon, 01 Oct 2007 21:29:26 +0000,Fred Petrossian,Unknown,Male,38,1
32177,Mon, 01 Oct 2007 21:36:45 +0000,Fred Petrossian,Unknown,Male,25,1
32178,Mon, 01 Oct 2007 21:54:33 +0000,Amira Al Hussaini,Unknown,Female,22,1
32179,Mon, 01 Oct 2007 21:56:22 +0000,Amira Al Hussaini,Unknown,Female,10,1
32180,Mon, 01 Oct 2007 21:59:14 +0000,Amira Al Hussaini,Unknown,Female,20,1
32192,Tue, 02 Oct 2007 11:40:33 +0000,Jillian C. York,Neutral,Female,1134,38
32208,Tue, 02 Oct 2007 17:46:34 +0000,Fred Petrossian,Neutral,Male,45,1
32209,Tue, 02 Oct 2007 18:05:09 +0000,Fred Petrossian,Male,Male,26,1
32214,Tue, 02 Oct 2007 18:40:46 +0000,Amira Al Hussaini,Unknown,Female,80,1
32216,Tue, 02 Oct 2007 19:16:30 +0000,Moussa Bashir,Unknown,Male,31,1
32217,Tue, 02 Oct 2007 19:14:24 +0000,Fred Petrossian,Neutral,Male,51,1
32218,Tue, 02 Oct 2007 20:47:34 +0000,Moussa Bashir,Unknown,Male,29,1
32225,Tue, 02 Oct 2007 23:03:58 +0000,Amira Al Hussaini,Unknown,Female,31,1
32226,Tue, 02 Oct 2007 23:06:51 +0000,Amira Al Hussaini,Unknown,Female,13,1
32227,Wed, 03 Oct 2007 02:06:54 +0000,Amira Al Hussaini,Unknown,Female,16,1
32228,Wed, 03 Oct 2007 00:51:37 +0000,Amira Al Hussaini,Unknown,Female,14,1
32229,Wed, 03 Oct 2007 00:52:53 +0000,Amira Al Hussaini,Unknown,Female,10,1
32230,Wed, 03 Oct 2007 00:56:37 +0000,Amira Al Hussaini,Unknown,Female,25,1
32231,Wed, 03 Oct 2007 00:59:09 +0000,Amira Al Hussaini,Female,Female,15,1
32232,Wed, 03 Oct 2007 01:29:06 +0000,Amira Al Hussaini,Neutral,Female,360,11
322499,Fri, 18 May 2012 08:46:32 +0000,Ayesha Saldanha,Unknown,Female,45,1
322535,Fri, 18 May 2012 15:40:33 +0000,Ali Alhasani,Neutral,Male,343,43
32267,Wed, 03 Oct 2007 21:27:25 +0000,sami ben gharbia,Unknown,Unknown,27,1
32275,Fri, 05 Oct 2007 06:34:47 +0000,Jennifer Brea,Neutral,Female,3836,239
322844,Mon, 21 May 2012 06:43:10 +0000,Jummana Kahlout,Neutral,Female,698,31
322854,Sun, 20 May 2012 10:30:30 +0000,Fred Petrossian,Unknown,Male,40,1
322861,Sun, 20 May 2012 10:44:32 +0000,Fred Petrossian,Unknown,Male,31,1
322878,Mon, 21 May 2012 12:59:33 +0000,Stratos Moraitis,Neutral,Male,516,38
322881,Mon, 21 May 2012 09:07:28 +0000,Elizabeth Tsurkov,Neutral,Female,1363,48
322926,Mon, 21 May 2012 15:44:18 +0000,Noon Arabia,Neutral,Female,613,27
32294,Thu, 04 Oct 2007 21:28:52 +0000,Eduardo Avila,Neutral,Male,1262,23
32295,Thu, 04 Oct 2007 21:53:26 +0000,Fred Petrossian,Male,Male,54,1
32296,Thu, 04 Oct 2007 22:02:53 +0000,Fred Petrossian,Female,Male,30,1
32297,Thu, 04 Oct 2007 22:10:37 +0000,Fred Petrossian,Unknown,Male,47,1
323,Sun, 10 Jul 2005 14:43:01 +0000,Ahmed Al-Omran,Neutral,Male,301,9
32304,Thu, 04 Oct 2007 22:57:21 +0000,Veronica Khokhlova,Unknown,Female,30,1
323332,Tue, 22 May 2012 15:51:25 +0000,Noon Arabia,Neutral,Female,677,63
323333,Wed, 30 Nov -0001 00:00:00 +0000,أحمد جدو,Unknown,Male,524,29
32343,Sat, 06 Oct 2007 21:50:14 +0000,Ayesha Saldanha,Neutral,Female,1635,102
32344,Sun, 07 Oct 2007 18:13:59 +0000,Fred Petrossian,Neutral,Male,389,22
32350,Sat, 06 Oct 2007 08:52:00 +0000,Fred Petrossian,Unknown,Male,13,1
323507,Wed, 30 Nov -0001 00:00:00 +0000,Fred Petrossian,Unknown,Male,115,16
32351,Mon, 08 Oct 2007 13:12:06 +0000,Mohamed Nanabhay,Neutral,Male,59,1
32352,Sat, 06 Oct 2007 11:59:56 +0000,Amira Al Hussaini,Unknown,Female,8,1
32353,Sat, 06 Oct 2007 12:04:17 +0000,Amira Al Hussaini,Unknown,Female,40,1
32354,Sat, 06 Oct 2007 12:08:01 +0000,Amira Al Hussaini,Unknown,Female,20,1
32355,Sat, 06 Oct 2007 12:10:34 +0000,Amira Al Hussaini,Unknown,Female,14,1
32357,Sat, 06 Oct 2007 12:33:10 +0000,Amira Al Hussaini,Unknown,Female,34,1
32358,Sat, 06 Oct 2007 12:34:48 +0000,Amira Al Hussaini,Unknown,Female,35,1
32359,Sat, 06 Oct 2007 12:38:14 +0000,Amira Al Hussaini,Unknown,Female,22,1
32360,Sat, 06 Oct 2007 12:39:55 +0000,Amira Al Hussaini,Male,Female,17,1
32361,Sat, 06 Oct 2007 12:41:29 +0000,Amira Al Hussaini,Unknown,Female,46,1
32362,Sat, 06 Oct 2007 12:43:17 +0000,Amira Al Hussaini,Unknown,Female,55,1
32363,Sat, 06 Oct 2007 14:13:59 +0000,Amira Al Hussaini,Unknown,Female,48,1
32364,Sat, 06 Oct 2007 14:15:56 +0000,Amira Al Hussaini,Male,Female,24,1
32365,Sat, 06 Oct 2007 14:18:57 +0000,Amira Al Hussaini,Unknown,Female,16,1
32366,Sat, 06 Oct 2007 14:20:50 +0000,Amira Al Hussaini,Unknown,Female,57,1
32367,Sat, 06 Oct 2007 14:23:11 +0000,Amira Al Hussaini,Unknown,Female,17,1
32368,Sat, 06 Oct 2007 14:25:52 +0000,Amira Al Hussaini,Unknown,Female,11,1
32369,Sat, 06 Oct 2007 16:51:01 +0000,Fred Petrossian,Male,Male,33,1
32370,Sat, 06 Oct 2007 17:03:36 +0000,Fred Petrossian,Unknown,Male,20,1
32371,Sat, 06 Oct 2007 17:32:21 +0000,Fred Petrossian,Unknown,Male,32,1
32386,Sun, 07 Oct 2007 17:06:14 +0000,Moussa Bashir,Unknown,Male,54,1
323918,Fri, 25 May 2012 09:15:28 +0000,Mario Sorgalla,Neutral,Male,644,37
323931,Wed, 23 May 2012 05:31:45 +0000,Fred Petrossian,Unknown,Male,32,1
323933,Wed, 23 May 2012 05:41:34 +0000,Fred Petrossian,Unknown,Male,30,1
323959,Wed, 23 May 2012 11:13:27 +0000,Ayesha Saldanha,Neutral,Female,696,44
324010,Wed, 23 May 2012 18:59:31 +0000,Miran Hosny,Neutral,Female,653,42
32449,Mon, 08 Oct 2007 23:35:57 +0000,Fred Petrossian,Male,Male,35,1
32451,Mon, 08 Oct 2007 23:44:41 +0000,Amira Al Hussaini,Unknown,Female,12,1
32452,Mon, 08 Oct 2007 23:46:20 +0000,Amira Al Hussaini,Unknown,Female,16,1
32453,Mon, 08 Oct 2007 23:55:26 +0000,Fred Petrossian,Male,Male,22,1
32454,Mon, 08 Oct 2007 23:48:11 +0000,Amira Al Hussaini,Unknown,Female,14,1
32455,Mon, 08 Oct 2007 23:49:40 +0000,Amira Al Hussaini,Male,Female,15,1
32456,Mon, 08 Oct 2007 23:52:26 +0000,Amira Al Hussaini,Female,Female,16,1
32457,Mon, 08 Oct 2007 23:54:25 +0000,Amira Al Hussaini,Unknown,Female,16,1
32458,Mon, 08 Oct 2007 23:56:23 +0000,Amira Al Hussaini,Neutral,Female,59,1
32459,Tue, 09 Oct 2007 01:58:49 +0000,Tarek Amr,Neutral,Male,1275,56
32460,Tue, 09 Oct 2007 02:06:59 +0000,Eman AbdElRahman,Neutral,Female,621,24
32461,Tue, 09 Oct 2007 02:40:54 +0000,Amira Al Hussaini,Neutral,Female,822,19
32462,Tue, 09 Oct 2007 02:11:48 +0000,Amira Al Hussaini,Male,Female,16,1
324622,Fri, 25 May 2012 08:48:21 +0000,Salah Almhamdi,Unknown,Male,67,1
324848,Sat, 26 May 2012 06:20:38 +0000,Salah Almhamdi,Unknown,Male,62,1
324928,Sat, 26 May 2012 13:16:49 +0000,Rayna St.,Neutral,Female,1128,65
324933,Sun, 27 May 2012 15:19:45 +0000,Salah Almhamdi,Neutral,Male,647,45
325,Mon, 11 Jul 2005 14:03:37 +0000,Rebecca MacKinnon,Neutral,Female,445,15
32503,Wed, 10 Oct 2007 10:45:42 +0000,sami ben gharbia,Unknown,Unknown,77,3
32504,Wed, 10 Oct 2007 14:51:31 +0000,Jillian C. York,Neutral,Female,1150,53
32507,Wed, 10 Oct 2007 14:14:55 +0000,Salam Adil,Neutral,Male,1313,51
32508,Wed, 10 Oct 2007 14:04:02 +0000,Amira Al Hussaini,Unknown,Female,16,1
32509,Wed, 10 Oct 2007 16:26:18 +0000,Deborah Ann Dilley,Neutral,Female,1488,53
32519,Wed, 10 Oct 2007 19:04:25 +0000,Amira Al Hussaini,Unknown,Female,10,1
3252,Fri, 28 Oct 2005 00:23:33 +0000,Haitham Sabbah,Unknown,Male,8,1
32520,Wed, 10 Oct 2007 19:06:57 +0000,Amira Al Hussaini,Male,Female,32,1
32522,Wed, 10 Oct 2007 19:09:10 +0000,Amira Al Hussaini,Neutral,Female,34,1
325223,Sun, 27 May 2012 10:10:29 +0000,Fred Petrossian,Unknown,Male,22,1
32523,Wed, 10 Oct 2007 19:10:34 +0000,Amira Al Hussaini,Female,Female,24,1
32524,Wed, 10 Oct 2007 19:11:45 +0000,Amira Al Hussaini,Female,Female,10,1
32525,Wed, 10 Oct 2007 19:12:57 +0000,Amira Al Hussaini,Male,Female,14,1
32526,Wed, 10 Oct 2007 19:15:47 +0000,Amira Al Hussaini,Neutral,Female,48,1
32527,Wed, 10 Oct 2007 19:17:14 +0000,Amira Al Hussaini,Female,Female,13,1
32528,Wed, 10 Oct 2007 19:20:10 +0000,Amira Al Hussaini,Neutral,Female,74,1
32529,Wed, 10 Oct 2007 19:22:00 +0000,Amira Al Hussaini,Unknown,Female,12,1
3253,Fri, 28 Oct 2005 00:23:27 +0000,Haitham Sabbah,Unknown,Male,21,1
32530,Wed, 10 Oct 2007 19:25:23 +0000,Amira Al Hussaini,Unknown,Female,16,1
32531,Thu, 11 Oct 2007 09:25:27 +0000,Amira Al Hussaini,Unknown,Female,26,1
325324,Mon, 28 May 2012 19:55:01 +0000,Ammoun,Neutral,Female,853,46
32533,Wed, 10 Oct 2007 19:36:42 +0000,Amira Al Hussaini,Unknown,Female,34,1
32534,Wed, 10 Oct 2007 19:46:36 +0000,Fred Petrossian,Male,Male,52,1
32535,Thu, 11 Oct 2007 09:37:50 +0000,Amira Al Hussaini,Unknown,Female,13,1
325357,Mon, 28 May 2012 11:07:37 +0000,Solana Larsen,Unknown,Female,44,1
32536,Wed, 10 Oct 2007 19:43:49 +0000,Amira Al Hussaini,Unknown,Female,18,1
32537,Wed, 10 Oct 2007 19:55:33 +0000,Fred Petrossian,Unknown,Male,21,1
32538,Wed, 10 Oct 2007 20:24:09 +0000,Fred Petrossian,Female,Male,14,1
3254,Fri, 28 Oct 2005 00:23:17 +0000,Haitham Sabbah,Unknown,Male,17,1
32549,Thu, 11 Oct 2007 15:10:49 +0000,Eman AbdElRahman,Neutral,Female,640,36
3255,Fri, 28 Oct 2005 00:23:12 +0000,Haitham Sabbah,Male,Male,34,1
32550,Sat, 13 Oct 2007 00:34:08 +0000,Eman AbdElRahman,Neutral,Female,141,5
325510,Sat, 09 Jun 2012 20:49:21 +0000,Salah Almhamdi,Neutral,Male,875,52
325597,Mon, 04 Jun 2012 15:35:55 +0000,Ahmed Medien,Neutral,Male,2267,177
3256,Fri, 28 Oct 2005 00:23:05 +0000,Haitham Sabbah,Unknown,Male,29,1
325601,Tue, 29 May 2012 08:34:54 +0000,Salah Almhamdi,Neutral,Male,870,50
3257,Fri, 28 Oct 2005 01:04:09 +0000,Haitham Sabbah,Unknown,Male,60,1
32575,Thu, 11 Oct 2007 09:49:03 +0000,Fred Petrossian,Neutral,Male,43,1
3258,Fri, 28 Oct 2005 00:23:01 +0000,Haitham Sabbah,Unknown,Male,64,3
325807,Tue, 29 May 2012 21:07:37 +0000,Rayna St.,Neutral,Female,392,38
32585,Thu, 11 Oct 2007 13:35:00 +0000,Amira Al Hussaini,Unknown,Female,12,1
32589,Thu, 11 Oct 2007 15:30:44 +0000,Amira Al Hussaini,Unknown,Female,18,1
3259,Fri, 28 Oct 2005 00:13:57 +0000,Haitham Sabbah,Neutral,Male,27,1
3260,Fri, 28 Oct 2005 00:20:10 +0000,Haitham Sabbah,Unknown,Male,48,1
326026,Wed, 30 May 2012 18:40:25 +0000,Fred Petrossian,Unknown,Male,37,1
32611,Thu, 11 Oct 2007 17:37:15 +0000,Amira Al Hussaini,Unknown,Female,61,1
32612,Thu, 11 Oct 2007 17:38:55 +0000,Amira Al Hussaini,Unknown,Female,46,1
326120,Thu, 31 May 2012 11:33:29 +0000,Leila Nachawati Rego,Unknown,Female,71,1
32613,Thu, 11 Oct 2007 17:42:42 +0000,Amira Al Hussaini,Unknown,Female,47,1
32614,Thu, 11 Oct 2007 17:44:13 +0000,Amira Al Hussaini,Unknown,Female,53,1
32617,Thu, 11 Oct 2007 19:30:19 +0000,Amira Al Hussaini,Unknown,Female,79,1
32626,Thu, 11 Oct 2007 22:13:24 +0000,Amira Al Hussaini,Unknown,Female,24,1
32628,Thu, 11 Oct 2007 23:51:13 +0000,D B Shobrawy,Neutral,Unknown,473,26
32664,Sat, 13 Oct 2007 00:40:39 +0000,Fozia Mohamed,Neutral,Female,506,20
32665,Mon, 15 Oct 2007 06:04:41 +0000,Fred Petrossian,Neutral,Male,415,27
32666,Fri, 12 Oct 2007 17:19:19 +0000,Amira Al Hussaini,Male,Female,20,1
32667,Fri, 12 Oct 2007 17:22:29 +0000,Amira Al Hussaini,Male,Female,30,1
32669,Fri, 12 Oct 2007 17:25:43 +0000,Amira Al Hussaini,Neutral,Female,58,1
32670,Fri, 12 Oct 2007 17:28:00 +0000,Amira Al Hussaini,Neutral,Female,47,1
32671,Fri, 12 Oct 2007 19:16:15 +0000,sami ben gharbia,Neutral,Unknown,1294,65
32672,Fri, 12 Oct 2007 17:30:06 +0000,Amira Al Hussaini,Neutral,Female,48,1
32673,Fri, 12 Oct 2007 17:34:07 +0000,Amira Al Hussaini,Male,Female,27,1
32674,Fri, 12 Oct 2007 17:36:47 +0000,Amira Al Hussaini,Unknown,Female,26,1
32675,Fri, 12 Oct 2007 17:39:01 +0000,Amira Al Hussaini,Male,Female,18,1
32676,Fri, 12 Oct 2007 17:41:05 +0000,Amira Al Hussaini,Male,Female,68,1
32678,Fri, 12 Oct 2007 21:43:16 +0000,Georgia Popplewell,Neutral,Female,1599,76
32685,Sat, 13 Oct 2007 13:44:50 +0000,sami ben gharbia,Unknown,Unknown,84,1
32686,Sat, 13 Oct 2007 19:33:57 +0000,Fred Petrossian,Unknown,Male,43,1
326880,Sat, 02 Jun 2012 09:38:57 +0000,Amira Al Hussaini,Neutral,Female,457,37
326895,Sat, 02 Jun 2012 18:45:37 +0000,Afef Abrougui,Neutral,Female,1069,68
32694,Mon, 15 Oct 2007 00:54:06 +0000,Tarek Amr,Unknown,Male,433,20
32695,Sun, 14 Oct 2007 09:12:33 +0000,Fred Petrossian,Unknown,Male,30,1
32696,Sun, 14 Oct 2007 14:22:21 +0000,Moussa Bashir,Unknown,Male,51,1
32697,Sun, 14 Oct 2007 14:21:01 +0000,Moussa Bashir,Unknown,Male,47,1
327,Mon, 11 Jul 2005 21:46:35 +0000,Paul Frankenstein,Unknown,Male,22,1
32700,Sun, 14 Oct 2007 20:57:06 +0000,Amira Al Hussaini,Neutral,Female,798,40
32701,Mon, 15 Oct 2007 00:47:45 +0000,Moussa Bashir,Unknown,Male,65,1
32702,Sun, 14 Oct 2007 22:09:44 +0000,Fred Petrossian,Male,Male,42,1
327042,Sun, 03 Jun 2012 09:49:29 +0000,Fred Petrossian,Male,Male,39,1
32711,Mon, 15 Oct 2007 14:25:06 +0000,Tarek Amr,Neutral,Male,1658,35
327232,Fri, 04 May 2012 12:19:41 +0000,رامي الهامس,Unknown,Male,91,1
327247,Fri, 04 May 2012 12:49:33 +0000,رامي الهامس,Male,Male,42,1
32725,Mon, 15 Oct 2007 10:39:26 +0000,Fred Petrossian,Unknown,Male,39,1
32726,Mon, 15 Oct 2007 10:53:11 +0000,Fred Petrossian,Male,Male,34,1
32732,Mon, 15 Oct 2007 19:05:18 +0000,Amira Al Hussaini,Neutral,Female,1068,47
32749,Mon, 15 Oct 2007 19:13:48 +0000,Moussa Bashir,Unknown,Male,65,1
3275,Fri, 28 Oct 2005 15:51:52 +0000,Haitham Sabbah,Unknown,Male,91,9
32753,Mon, 15 Oct 2007 19:16:18 +0000,Moussa Bashir,Unknown,Male,91,1
32754,Mon, 15 Oct 2007 18:53:41 +0000,sami ben gharbia,Unknown,Unknown,38,1
327544,Tue, 05 Jun 2012 13:12:39 +0000,Solana Larsen,Unknown,Female,39,1
327587,Wed, 06 Jun 2012 18:06:11 +0000,Noon Arabia,Neutral,Female,896,49
32762,Mon, 15 Oct 2007 21:21:04 +0000,Amira Al Hussaini,Female,Female,19,1
32764,Mon, 15 Oct 2007 21:26:58 +0000,Amira Al Hussaini,Unknown,Female,43,1
327761,Wed, 06 Jun 2012 10:26:24 +0000,Amira Al Hussaini,Neutral,Female,61,1
327871,Thu, 07 Jun 2012 02:04:06 +0000,Fred Petrossian,Male,Male,369,15
327933,Wed, 06 Jun 2012 18:15:43 +0000,Amira Al Hussaini,Male,Female,40,1
327938,Wed, 06 Jun 2012 18:20:45 +0000,Amira Al Hussaini,Male,Female,61,1
327949,Wed, 06 Jun 2012 19:36:42 +0000,Fred Petrossian,Unknown,Male,45,1
327969,Fri, 08 Jun 2012 21:00:06 +0000,Sara Sg,Male,Female,616,13
32807,Tue, 16 Oct 2007 16:06:06 +0000,Amira Al Hussaini,Male,Female,21,1
32808,Tue, 16 Oct 2007 16:08:42 +0000,Amira Al Hussaini,Unknown,Female,14,1
328084,Mon, 11 Jun 2012 04:48:31 +0000,Juliana Rincón Parra,Unknown,Female,406,13
328086,Thu, 07 Jun 2012 10:30:09 +0000,Haifa Alrasheed,Neutral,Female,752,85
32810,Wed, 17 Oct 2007 16:44:07 +0000,Jennifer Brea,Neutral,Female,1796,134
32816,Tue, 16 Oct 2007 18:26:02 +0000,Amira Al Hussaini,Unknown,Female,12,1
32817,Wed, 17 Oct 2007 21:56:40 +0000,Fred Petrossian,Male,Male,431,20
32818,Tue, 16 Oct 2007 18:58:45 +0000,Amira Al Hussaini,Neutral,Female,1018,42
32822,Tue, 16 Oct 2007 22:48:00 +0000,Fred Petrossian,Female,Male,41,1
32825,Tue, 16 Oct 2007 22:50:36 +0000,Fred Petrossian,Unknown,Male,20,1
32833,Wed, 17 Oct 2007 00:02:27 +0000,Amira Al Hussaini,Unknown,Female,32,1
32834,Wed, 17 Oct 2007 00:04:05 +0000,Amira Al Hussaini,Unknown,Female,20,1
328343,Fri, 08 Jun 2012 10:04:10 +0000,Onnik Krikorian,Neutral,Male,946,39
32836,Wed, 17 Oct 2007 00:06:23 +0000,Amira Al Hussaini,Unknown,Female,55,1
32838,Wed, 17 Oct 2007 00:08:33 +0000,Amira Al Hussaini,Unknown,Female,37,1
32839,Wed, 17 Oct 2007 00:11:21 +0000,Amira Al Hussaini,Unknown,Female,29,1
32841,Wed, 17 Oct 2007 00:13:10 +0000,Amira Al Hussaini,Unknown,Female,17,1
32843,Wed, 17 Oct 2007 00:14:46 +0000,Amira Al Hussaini,Male,Female,15,1
32845,Wed, 17 Oct 2007 00:16:35 +0000,Amira Al Hussaini,Unknown,Female,12,1
328458,Sat, 09 Jun 2012 11:46:53 +0000,Ammoun,Neutral,Female,687,47
32846,Wed, 17 Oct 2007 00:17:58 +0000,Amira Al Hussaini,Unknown,Female,60,1
328477,Fri, 08 Jun 2012 21:53:13 +0000,Amira Al Hussaini,Unknown,Female,396,74
32848,Wed, 17 Oct 2007 00:20:09 +0000,Amira Al Hussaini,Female,Female,86,1
328489,Sun, 10 Jun 2012 08:05:45 +0000,Mona Kareem,Neutral,Female,530,26
32849,Wed, 17 Oct 2007 00:24:07 +0000,Amira Al Hussaini,Unknown,Female,91,1
328492,Fri, 08 Jun 2012 22:14:43 +0000,Amira Al Hussaini,Unknown,Female,23,1
32850,Wed, 17 Oct 2007 00:29:37 +0000,Amira Al Hussaini,Neutral,Female,42,1
328515,Sat, 09 Jun 2012 20:59:18 +0000,Mona Kareem,Unknown,Female,283,30
328634,Sun, 10 Jun 2012 10:02:52 +0000,Rayna St.,Neutral,Female,1517,78
32886,Wed, 17 Oct 2007 20:11:02 +0000,Moussa Bashir,Unknown,Male,36,1
32887,Wed, 17 Oct 2007 20:12:01 +0000,Moussa Bashir,Unknown,Male,32,1
32888,Wed, 17 Oct 2007 20:13:01 +0000,Moussa Bashir,Unknown,Male,47,1
328889,Sun, 10 Jun 2012 12:06:47 +0000,Amira Al Hussaini,Neutral,Female,248,19
32889,Wed, 17 Oct 2007 19:35:59 +0000,Fred Petrossian,Unknown,Male,73,1
3289,Fri, 28 Oct 2005 19:50:57 +0000,Haitham Sabbah,Unknown,Male,27,1
32890,Wed, 17 Oct 2007 20:58:21 +0000,Fred Petrossian,Unknown,Male,22,1
329,Mon, 11 Jul 2005 21:46:38 +0000,Paul Frankenstein,Unknown,Male,11,1
3290,Fri, 28 Oct 2005 19:50:59 +0000,Haitham Sabbah,Unknown,Male,25,1
32907,Thu, 18 Oct 2007 13:45:22 +0000,Amira Al Hussaini,Unknown,Female,37,1
329071,Mon, 11 Jun 2012 10:24:51 +0000,Amira Al Hussaini,Neutral,Female,579,64
32908,Thu, 18 Oct 2007 13:47:16 +0000,Amira Al Hussaini,Unknown,Female,33,1
32909,Thu, 18 Oct 2007 13:48:57 +0000,Amira Al Hussaini,Unknown,Female,19,1
3291,Fri, 28 Oct 2005 19:51:13 +0000,Haitham Sabbah,Unknown,Male,69,1
32910,Thu, 18 Oct 2007 13:52:35 +0000,Amira Al Hussaini,Unknown,Female,30,1
32911,Thu, 18 Oct 2007 13:57:41 +0000,Amira Al Hussaini,Unknown,Female,12,1
32912,Thu, 18 Oct 2007 14:01:56 +0000,Amira Al Hussaini,Unknown,Female,35,1
32913,Thu, 18 Oct 2007 16:56:26 +0000,Amira Al Hussaini,Neutral,Female,310,31
